Scientific name,Common name,agreement number ,partner in agreement,Note if plan is management area (and relevance to the species if information is present),Programatic (Y/N),type of partners,doc link,notes on actions taken (from notes tab),Don't know how to categorize action - dump text here,1. Land/Water Management,2. Species Management,3. Awareness raising,4. law enforcement and prosecution,"5. livelihood, economic and moral incentrives",6. Conservation Design and Planning,7. Legal and Policy frameworks,8. Research and monitoring,9. Education and Training,10. Institutional Development,funding ,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,** I think this refers to all: ICC Interagency Coordinating Committee,,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,California Department of Fish and Game,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,California Department of Fish and Game,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,Ocotillo Wells State Vehicular Recreation Area,,,?,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,Little to no info,NA,,,,,NA,,,,,funds research ,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,Ocotillo Wells State Vehicular Recreation Area,,,?,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,Little to no info,Allow OHV recreation in RA,NA,,,,Allow OHV recreation in RA,,,,,OWSVRA shall continue to fund research,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,USFWS,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,USFWS,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,U.S. Marine Corps,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,U.S. Marine Corps,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,U.S. Navy,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,U.S. Navy,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,California Department of Parks and Recreation,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,California Department of Parks and Recreation,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,ALL (all parties),,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,"I don't see how his is law // So if this is all parties, changes to others would be irrelivant unless being moved to a different group",Define and implement actions necessary to minimize loss or degradation of habitat ,Maintain or establish effective habitat corridors between naturally adjacent populations ,NA,NA,,Require fencing along Yuma Desert MA boundary road ,NA,Conduct research necessary to effectively define and implement necessary management actions ,Provide public information and education ,Coordinate activities and funding among the participating agencies and Mexican agencies ,Coordinate activities and funding among the participating agencies and Mexican agencies ,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,ALL (all parties),,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,"I don't see how his is law // So if this is all parties, changes to others would be irrelivant unless being moved to a different group","Require fencing along Yuma Desert MA boundary road / All under: ""Define and implement actions necessary to minimize loss or degradation of habitat"" so can place in 1? [Apply mitigation measure / Require compensation / Limit discretionary land uses authorizations and rows to 10 acres and 1% total per Management Area / Do not dispose of lands in Management areas / Continue maintenance in existing right of ways / Limit surface disturbance from mineral activities in MAs / Reduce new roads to a minimum in MA / No competitive recreational events in MAs / Allow non-motorized recreational activities in MAs, but no new recreational facilities / No new long-term visitor areas in MAs/ Authorize limited use of flora in MAs/ Suppress fires in MAs using limited fire suppression methods in MAs / Prohibit pesticide treatments in MAs / Limit other activities consistent with above] // ",NA,,"All under: ""Define and implement actions necessary to minimize loss or degradation of habitat"" so can place in 1? [Apply mitigation measure / Require compensation / Limit discretionary land uses authorizations and rows to 10 acres and 1% total per Management Area / Do not dispose of lands in Management areas / Continue maintenance in existing right of ways / Limit surface disturbance from mineral activities in MAs / Reduce new roads to a minimum in MA / No competitive recreational events in MAs / Allow non-motorized recreational activities in MAs, but no new recreational facilities / No new long-term visitor areas in MAs/ Authorize limited use of flora in MAs/ Suppress fires in MAs using limited fire suppression methods in MAs / Prohibit pesticide treatments in MAs / Limit other activities consistent with above] // ", ,Maintain or establish effective habitat corridors between naturally adjacent populations,Require permits for research,Conduct research necessary to effectively define and implement necessary management actions / Continue inventory and monitoring,Provide public information and education,Coordinate with U.S. Border patrol / Coordinate activities and funding among the participating agencies and Mexican agencies,NA,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, Bureau of Reclamation, U.S. Marine Corps ",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,Delineate and designate FTHL MAs ,NA,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, Bureau of Reclamation, U.S. Marine Corps ",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,Designate Yuma Desert Management are,NA,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, U.S. Navy",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,Delineate and designate FTHL MAs ,NA,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, U.S. Navy",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,Designate East Mesa Management area / Designate West Mesa Management area,NA,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, Ocotillo Wells State Vehicular Recreation Area, Anza-Borrego Desert State Park",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,Delineate and designate FTHL MAs ,NA,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, Ocotillo Wells State Vehicular Recreation Area, Anza-Borrego Desert State Park",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,Designate Ocotillo Wells Research Area,NA,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, USFWS, California Department of Fish and Game",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,Delineate and designate FTHL MAs ,NA,,,Incorporate actions in CVMSHCP (Note: other state and local agencies will fill key roles) ,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, USFWS, California Department of Fish and Game",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,Designate conservation areas in Coachella Valley,NA,,,NA,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"U.S. Navy, U.S. Marine Corps",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,Allow military maneuvers and encampments only in designated sites in MAS,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"U.S. Navy, U.S. Marine Corps",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,Allow military maneuvers and encampments only in designated sites in MAS,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, Bureau of Reclamation, Anza-Borrego Desert State Park, U.S. Marine Corps, U.S. Navy",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,Rehabilitate damaged and degraded habitat ,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, Bureau of Reclamation, Anza-Borrego Desert State Park, U.S. Marine Corps, U.S. Navy",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,Rehabilitate damaged and degraded habitat in MAs,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, California Department of Fish and Game, Anza-Borrego Desert State Park, Ocotillo Wells State Vehicular Recreation Area",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,NA,,,,,Bring all lands within MAs into public management ,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, California Department of Fish and Game, Anza-Borrego Desert State Park, Ocotillo Wells State Vehicular Recreation Area",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,acquire key lands in MAs,,,,,"Procure funds for land acquisitions in MA s (37,600 acres of private lands acres in California MAs at $250 per acre", 
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, Bureau of Reclamation",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,Encourage use oftechniques to minimize BP OHV activit ,,,,Prepare educational briefing for BP agents ,Coordinate with U.S. BP and develop mutual agreements ,Use compensation funds to aquire,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, Bureau of Reclamation",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,NA,,,,Prepare educational briefing for BP agent,Coordinate with U.S. BP and develop mutual agreements,NA,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, California Department of Fish and Game, Arizona Game and Fish Department",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,Provide adequate law enforcement ,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,"BLM, California Department of Fish and Game, Arizona Game and Fish Department",,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,Provide adequate law enforcement,,,,,,,,
Dalea tentaculoides,GENTRY'S INDIGOBUSH,,Tohono O’odham Nation,,,G,https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/Gentry/Dalea%2012-month%20QnA.pdf,"Unclear if these actions have been taken ad by whom - The Service will, hopefully, have the opportunity to work cooperatively with the Tohono O’odham Nation to census their populations and address livestock management concerns, if any.",,,,,,,,,,,,,
Dalea tentaculoides,GENTRY'S INDIGOBUSH,,USFWS,,,G,https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/Gentry/Dalea%2012-month%20QnA.pdf,"The Service will, hopefully, have the opportunity to work cooperatively with the Tohono O’odham Nation to census their populations and address livestock management concerns, if any.",,address livestock management concerns ,census their populations ,,,,,,,,,,
Dalea tentaculoides,GENTRY'S INDIGOBUSH,,USFWS,,,G,https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/Gentry/Dalea%2012-month%20QnA.pdf,"The Service will, hopefully, have the opportunity to work cooperatively with the Tohono O’odham Nation to census their populations and address livestock management concerns, if any.",,1,1,,,, ,,,,,,
Astragalus anserinus,GOOSE CREEK MILKVETCH,doc 1 ,USFWS,,,S,https://www.fws.gov/utahfieldoffice/Documents/Goosecreek_milkvetch/latestnewswebpageforgoosecreekmilkvetch/Goose%20Creek%20milkvetch%20Conservation%20Agreement.pdf,All conservation actions seem to be conducted and carried out by BLM - unclear what the role of FWS is,,,,,,,,,,,,,
Astragalus anserinus,GOOSE CREEK MILKVETCH,doc 1 ,BLM,,,S,https://www.fws.gov/utahfieldoffice/Documents/Goosecreek_milkvetch/latestnewswebpageforgoosecreekmilkvetch/Goose%20Creek%20milkvetch%20Conservation%20Agreement.pdf, ,,,,,,,,,,,,,
Pseudanophthalmus pholeter,GREATER ADAMS CAVE BEETLE,doc 1 ,Southern Conservation Corporation,,,C,https://www.fws.gov/southeast/pdf/agreement/candidate-conservation-agreement-with-assurances/adams-cave-beetle.pdf, ,,,,,,,,,,,,,
Pseudanophthalmus pholeter,GREATER ADAMS CAVE BEETLE,doc 1 ,USFWS,,,S,https://www.fws.gov/southeast/pdf/agreement/candidate-conservation-agreement-with-assurances/adams-cave-beetle.pdf, ,,,,,,,,,,,,,
Pseudanophthalmus pholeter,GREATER ADAMS CAVE BEETLE,doc 2,parties mutually agree to… ,,,M,https://www.fws.gov/southeast/pdf/agreement/candidate-conservation-agreement-with-assurances/adams-cave-beetle.pdf, ,,,,,,,,,,,,,
Horkelia hendersonii,HENDERSON'S HORKELIA,doc 1,USFS,note same agreement as ashland lupine,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_304.pdf, ,,,,,,,,,,,,,
Horkelia hendersonii,HENDERSON'S HORKELIA,doc 1,USFWS,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_304.pdf, ,,,,,,,,,,,,,
Horkelia hendersonii,HENDERSON'S HORKELIA,doc 2,Oregon Plant Conservation Program ,,,X - interested party ,,,,,,,,,,,,,,,
Horkelia hendersonii,HENDERSON'S HORKELIA,doc 3,Oregon Natural Heritage Program ,,,X - interested party ,,,,,,,,,,,,,,,
Pediocactus paradinei,KAIBAB PLAINS CACTUS,doc 1,USFS,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1452.pdf,"can't c&p but if need to be typed up, can do so",,,,,,,,,,,,,
Pediocactus paradinei,KAIBAB PLAINS CACTUS,doc 2,BLM,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1452.pdf, ,,,,,,,,,,,,,
Pediocactus paradinei,KAIBAB PLAINS CACTUS,doc 3,USFWS,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1452.pdf, ,,,,,,,,,,,,,
Iotichthys phlegethontis,LEAST CHUB,doc 1,Utah Division of Wildlife Resources ,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf,"Refers to strategy in some of party specific conservation actions, but don't know what part of strategy pertains to that particular partner, so for the two cases where this occurred left in section 1 land/water management. This also means that all the actions from the category probably haven't been accounted for",,,,,,,,,,,,,
Iotichthys phlegethontis,LEAST CHUB,doc 1,Bureau of Reclamation,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf, ,,,,,,,,,,,,,
Iotichthys phlegethontis,LEAST CHUB,doc 1,BLM,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf, ,,,,,,,,,,,,,
Iotichthys phlegethontis,LEAST CHUB,doc 1,Utah Reclamation Mitigation and Conservation Commission,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf, ,,,,,,,,,,,,,
Iotichthys phlegethontis,LEAST CHUB,doc 1,USFWS,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf, ,,,,,,,,,,,,,
Iotichthys phlegethontis,LEAST CHUB,doc 1,Central Utah Water Conservancy District,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf, ,,,,,,,,,,,,,
Iotichthys phlegethontis,LEAST CHUB,doc 1,Confederated tribes of the goshute reservation,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf, ,,,,,,,,,,,,,
Iotichthys phlegethontis,LEAST CHUB,doc 1,Southern Nevada Water Authority,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_1002.pdf, ,,,,,,,,,,,,,
Pseudanophthalmus catorycetes,Lesser Adams cave bettle ,doc 1 ,Southern Conservation Corporation,,,C,https://www.fws.gov/southeast/pdf/agreement/candidate-conservation-agreement-with-assurances/adams-cave-beetle.pdf, ,,,,,,,,,,,,,
Pseudanophthalmus catorycetes,Lesser Adams cave bettle ,doc 1 ,USFWS,,,S,https://www.fws.gov/southeast/pdf/agreement/candidate-conservation-agreement-with-assurances/adams-cave-beetle.pdf, ,,,,,,,,,,,,,
Pseudanophthalmus catorycetes,Lesser Adams cave bettle ,,parties mutually agree to… ,,,M,https://www.fws.gov/southeast/pdf/agreement/candidate-conservation-agreement-with-assurances/adams-cave-beetle.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,USFWS,,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,USFS,,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,???,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,Califonia Department of Fish and Game,,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,John Hancock Mutual Life Insurace Company,,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,John Hancock Mutual Life Insurace Company,,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,0,0,0,0,0,0,0,0,0,0,0,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,Bob McIntsh (Private landowner),,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA, Sierra Pacific Industries,,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,Hearest Corporation,,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,Siskiyou County Board of Supervisors,,,S,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,"USFS, Private landowners",,,M,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf,Project name: Off-stream water drafting (from table 5) ,,"Maintain stream crossing structures, i.e. culverts and bridges ",,,,,Develop plan for road closures ,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,"USFS, Private landowners",,,M,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf,Project name: Off-stream water drafting (from table 5) ,,Off-stream water drafting,0,0,0,,"Develop plan for road closures // Maintain stream crossing structures, i.e. culverts and bridges",0,0,0,0,"cost estimate 20,000 + 5,000",
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,??Redband Core Group (unspecified who makes up),,,M,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf,The Redband Core Group is a collection of agency and private landowner representatives charged with the management and protection of the McCloud redband trout,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,"USFS, Califonia Department of Fish and Game, Private Landowners",,,M,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss ssp.,MCCLOUD RIVER REDBAND TROUT,doc 1 CCA,"Califonia Department of Fish and Game, Redband Core Group",,,M,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5133598.pdf, ,,,,,,,,,,,,,
Cordylanthus nidularius,MT. DIABLO BIRDÕS-BEAK,doc 1,Mount Diablo State Park ,Conserved because entire population of the species is located within state park (passive conservation management),,,,,,,,,,,,,,,,,
Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,doc 2 CCAA NH,EDF,,Y,X,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_873.pdf, ,,,,,,,,,,,,,
Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,doc 2 CCAA NH,New Hampshire Fish and Game,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_873.pdf, ,,,,,,,,take?,monitor ,,NHFGD agrees to encourage and assist property owners in the State of New Hampshire (a) to become Cooperators pursuant ,,
Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,doc 2 CCAA NH,New Hampshire Fish and Game,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_873.pdf, ,,to implement management measures beneficial to the conservation of the NEC., ,encourage and assist property owners in the State of New Hampshire (a) to become Cooperators pursuant to this CCAA and (b) to implement management measures beneficial to the conservation of the NEC, ,,The NHFGD agrees to develop cooperative agreements in accordance with the standards of this CCAA.,"The NHFGD agrees to monitor, confer with the Service, and timely suspend or revoke the CI of any Cooperator that does not carry out the terms of the cooperative agreement.", ,,"The NHFGD agrees to enter into cooperative agreements with property owners who choose to become Cooperators, to monitor and report periodically to the Service on the status of such cooperative agreements, and generally to assist the Service in implementing and administering this CCAA", ,
Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,doc 2 CCAA NH,USFWS,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_873.pdf, ,,,,,,,,,,,,,
Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,doc 3 CCAA ME,cooperator,,Y,??,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_1275.pdf,detailed in a separate document (need to decide how to make this uniform if every document doesn't have individual info),,,,,,,,,,,,,
Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,doc 3 CCAA ME,Maine Department of Inland Fisheries and Wildlife,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_1275.pdf,Tabel 1 documents the expected conservation benefit of implementing conservation measure but this is not reflected in the actions of the different parties,,,,,,,,,,,,,
Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,doc 3 CCAA ME,USFWS,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_1275.pdf, ,,,,,,,,,,,,,
Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,doc 3 CCAA ME,EDF,,Y,X,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_1275.pdf, ,,,,,,,,,,,,,
Pyrgulopsis morrisoni,PAGE SPRINGSNAIL,doc 1 CCAA,Arizona Game and Fish Department,,Y,S,https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/PageSpringsnail/Page%20springsnail%20CCAA_Final_Wsignature.pdf, ,,,,,,,,,,,,,
Pyrgulopsis morrisoni,PAGE SPRINGSNAIL,doc 1 CCAA,unspecified landowner ,,Y,P,https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/PageSpringsnail/Page%20springsnail%20CCAA_Final_Wsignature.pdf, ,,,,,,,,,,,,,
Pyrgulopsis morrisoni,PAGE SPRINGSNAIL,doc 1 CCAA,USFWS,***don't feel like this is a complete list of actions --> others scattered through out doc? USFWS def has actions,Y,S,https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/PageSpringsnail/Page%20springsnail%20CCAA_Final_Wsignature.pdf, ,,,,,,,,,,,,,
Pyrgulopsis morrisoni,PAGE SPRINGSNAIL,doc 1 CCAA,"Arizona Game and Fish Department, USFWS ",,Y,M,https://www.fws.gov/southwest/es/arizona/Documents/SpeciesDocs/PageSpringsnail/Page%20springsnail%20CCAA_Final_Wsignature.pdf, ,,,,,,,,,,,,,
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,Nevada Department of Wildlife,,Y,S,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf, ,,,,,,,,,,,,,
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,USFWS,,Y,S,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf, ,,,salvage or relocation ,,,,,,biological monitoring // implementing adaptive management by adjusting management actions as needed based on results from monitoring.,,technical assistance to the Department ,yes,
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,USFWS,,Y,S,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf, ,,,,,,"If warranted, recommend procedures the Department can suggest to Cooperators to avoid future take based on any take described in past annual reports.", ,"Upon execution of the Agreement and satisfaction of all other applicable legal requirements, issue a permit to the Department in accordance with ESA section 10(a)(1)(A) authorizing incidental take of the covered species as a result of lawful activities within the enrolled property. The term of the Permit will be 30 years except as otherwise provided by this Agreement.", ,,Ensure the Department is implementing the terms of the Agreement./Review and concur on all draft CAs and provide comments to NDOW within 15 business days or less,Assist the Department and Cooperators in identifying and obtaining funding for the implementation of conservation actions in accordance with this Agreement and associated CAs when such funding is authorized and available, 
