Scientific name,Common name,agreement number ,partner in agreement,Note if plan is management area (and relevance to the species if information is present),Programatic (Y/N),type of partners,doc link,notes on actions taken (from notes tab),Don't know how to categorize action - dump text here,1. Land/Water Management,2. Species Management,3. Awareness raising,4. law enforcement and prosecution,"5. livelihood, economic and moral incentrives",6. Conservation Design and Planning,7. Legal and Policy frameworks,8. Research and monitoring,9. Education and Training,10. Institutional Development,funding ,
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,Nevada Department of Wildlife,,Y,S,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf, ,,coordinating and/or assisting with habitat management efforts on the Cooperators' properties,"enrolling Cooperators under this Agreement, and translocation of frogs, where appropriate",,,"If warranted, recommend procedures the Cooperators can follow to avoid future incidental take that might have been described in past annual reports","At least 30 days prior to enrolling a landowner under this Agreement, the Department will provide the draft CA and any associated conservation measures or habitat management plans to the Service for review and comment","With the assistance of the prospective Cooperator, complete the applicable CA Form (Attachment B) and ensure that the landowner's proposed actions meet the applicable regulatory standards and goals of this Agreement, including providing an adequate quantity and quality of open water and riparian habitat, maintaining existing suggested land use practices, and continuing maintenance of the property in accordance with any other existing agreement(s) to which the prospective enrollee is a signatory. / Upon receiving written concurrence from the Service, the Department shall enter into the CA
with the landowner (now a Cooperator) and issue a COI and LTA to the Cooperator. The CA
shall become effective and binding on the date of the last signature to the CA. The COI and LTA
shall become effective only after they have been signed and dated by the Department",relict leopard frog monitoring,"Provide technical assistance to Cooperators, to the maximum extent practicable, when requested / ","At least 30 days prior to enrolling a landowner under this Agreement, the Department will provide the draft CA and any associated conservation measures or habitat management plans to the Service for review and comment. The Service shall have the opportunity to review and comment on the proposed CA prior to the draft CA being forwarded to the prospective Cooperator. / Inform the Service of any known relict leopard frog mortalities or injuries within five working days of receiving notice from a Cooperator of such event. / enrolling Cooperators under this Agreement, and translocation of frogs, where appropriate",Provide funding to Cooperators for the implementation of conservation actions in accordance with this Agreement and associated CAs when such funding is authorized and available., 
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,USFWS,,Y,S,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf, ,,,,,,"If warranted, recommend procedures the Department can suggest to Cooperators to avoid future take based on any take described in past annual reports.", ,"Upon execution of the Agreement and satisfaction of all other applicable legal requirements, issue a permit to the Department in accordance with ESA section 10(a)(1)(A) authorizing incidental take of the covered species as a result of lawful activities within the enrolled property. The term of the Permit will be 30 years except as otherwise provided by this Agreement.", ,,Ensure the Department is implementing the terms of the Agreement./Review and concur on all draft CAs and provide comments to NDOW within 15 business days or less,Assist the Department and Cooperators in identifying and obtaining funding for the implementation of conservation actions in accordance with this Agreement and associated CAs when such funding is authorized and available, 
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,cooperator (unspecified landowner),,Y,P,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf,Specifiy for each CA - have taken baseline agreements that all agree to (from Attachment B),,"Manage aquatic habitats within the enrolled property to maintain water quality and other parameters necessary for the maintenance of relict leopard frogs, to the extent required under the terms of this CA", ,,,, ,,,,"Inform the Department within three working days of finding any dead or accidentally killed relict leopard frogs / With reasonable advance notification, allow access to the enrolled lands by the
Department and other cooperators/parties to the Agreement to manage or monitor relict leopard frogs, release or remove relict leopard frogs, or to carry out other management activities as necessary. / ""Inform the Department""....", , 
Lithobates onca,RELICT LEOPARD FROG,doc 1 CCAA,"USFWS, Nevada Department of Wildlife",, ,M,https://www.fws.gov/nevada/protected_species/amphibians/documents/rlf/rlf_pccaa_061015.pdf,"May be other sections of text that suggest cooperative actions, even if not out right stated, worth bringing in?",,,,,,,,,"Conduct compliance and biological monitoring cooperatively with the Service, as described in Section 11 of this Agreement,", ,,,
Oncorhynchus clarkii virginalis,RIO GRANDE CUTTHROAT TROUT,doc 1 CCAA,Vermejo Park Ranch (property owner),,?,P,https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf, ,,"Invasive species management, maintain habitat quality,  / accept permit and implement conservation measures in CCAA fully",re-establish and maintain viable populations,,,, ,,,,"Submit an annual report to the Service that documents activities implemented under the CCAA, their effects, and effects of activities undertaken in prior years that require multi-year monitoring",,
Oncorhynchus clarkii virginalis,RIO GRANDE CUTTHROAT TROUT,doc 1 CCAA,New Mexico Department of Game and Fish,, ,C,https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf, ,,"""Working with Vermejo Park Ranch to ensure appropriate implementaiton of conservation measures""",,,,,,,Being the primary party responsible for conducting monitoring activities on lands and waters in New Mexico as specified in Section 13 of this CCAA,,"""Working with Vermejo Park Ranch to ensure appropriate implementaiton of conservation measures""",,
Oncorhynchus clarkii virginalis,RIO GRANDE CUTTHROAT TROUT,doc 1 CCAA,Colorado Division of Parks and Wildlife,, ,C,https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf, ,,"""Working with Vermejo Park Ranch to ensure appropriate implementaiton of conservation measures""",work wih partners to manage self-sustaining populations ,,,,,,Being the primary party responsible for conducting monitoring activities on lands and waters in Colorado as specified in Section 13 of this CCAA,,"""Working with Vermejo Park Ranch to ensure appropriate implementaiton of conservation measures""",,
Oncorhynchus clarkii virginalis,RIO GRANDE CUTTHROAT TROUT,doc 1 CCAA,USFWS,,,S,https://www.fws.gov/southwest/es/newmexico/documents/Vermejo_Park_Ranch_CCAA.pdf, ,,carrying out any responsibilities for implementing conservation or other measures agreed to by the service / reduce impacts associated with land management practices, ,,,, ,,,,will continue to work with all cooperators ... and will support local efforts within the Rio Costilla watershed to restore native fish.. / Permitting? / reviewing monitoring and other reports submitted / , ,
Euphydryas anicia cloudcrofti,SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY,doc 1 conservation plan ,Village of Cloudcroft,,N,G,https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf,Have dollar amounts for funding from each and what this is being spent on , ,Yes,0,0,0,0,0,0,0,"The Village will work with private landowners (in cooperation with the County) to educate landowners about butterfly conservation. This includes, but is not limited to, restoration of areas and planting butterfly food and larval host plants, and communication with landowners through the local newspaper and Village Council Workshops. Outreach and educational programs are planned for the local community, within the Village of Cloudcroft and the County.",The Village will encourage interested private citizens and organizations to attend meetings and participate voluntarily,The Village of Cloudcroft will share in the cost of public outreach and education., 
Euphydryas anicia cloudcrofti,SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY,doc 1 conservation plan ,Otero County,,N,G,https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf,"***in separate part of document, have a bunch of indirect conservatoin actions that are listed as benefiting butterfly, even if not directly done for the butterfly - are these of interest? ",,0,0,0,0,0,0,0,0,0,0,"Through the CPR program, Otero County is expected to contribute $100,000 towards threatened and endangered species and the butterfly. Specifically, the County has allocated this funding in the category of science and monitoring.", 
Euphydryas anicia cloudcrofti,SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY,doc 1 conservation plan ,Lincoln National Forest,,N,G,https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf, ,,"In addition, the Lincoln National Forest has received $750,000 from the USDA to conduct forest restoration and community protection projects on the forest that will benefit the butterfly by broadening meadow habitats and clearing encroaching trees to create potential dispersal corridors. // Apply appropriate weed and pest control measures in or near occupied meadows/ ",0,0,0,0,,0,"The Forest Service has conducted a biological study of the butterfly between 1999-2003 which was completed at a cost of $30,000. The Forest Service will continue to fund surveys and monitoring activities.",0,0,"Estimated costs incurred by the Forest Service associated with the butterfly efforts since 2001 have been approximately $100,000. The Forest Service will continue to allocate resources towards coordination with the USFWS on butterfly conservation.", 
Euphydryas anicia cloudcrofti,SACRAMENTO MOUNTAINS CHECKERSPOT BUTTERFLY,doc 1 conservation plan ,USFWS,,N,G,https://www.fws.gov/southwest/es/NewMexico/documents/SMCB_Final_11_1_05.pdf, ,,0,"In addition, the USFWS procured an additional $7,300 to investigate the butterfly’s metapopulation structure for the summer of 2006.",0,0,0,0,0,"The USFWS procured $13,200 for an initial research study of the effects of habitat variables, wild ungulate grazing, and gophers on the checkerspot butterfly in 2005.",0,0,Yes - see amounts in other columns ,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Duke Energy Carolinas ,,N,,,"tense is werid - not something that partners are agreeing to do, but a combo of done and doing --> could pick through for cooperation between partners",,Duke Energy has also enhanced operations of run-of-river hydro projects for providing stable downstream flows in the following ways,"partnering with CFI, the NCWRC, and the EBCI to propagate the Sicklefin Redhorse and to reintroduce the species into currently unoccupied habitat.",0,0,0,Duke Energy removed the Dillsboro Dam and Powerhouse (FERC Project No. 2602) in 2010. / Developed a Long-Term Sediment Management Plan for run-of-river hydro projects.,0,Project demolition included a pre- and post-dam-removal study (conducted by Duke Energy in 2012) of the macroinvertebrate and fish communities in addition to streambank restoration within the former impounded river reach.,0,"Developed the Nantahala Area Run-of-River Maintenance and Emergency Protocol, which prescribes consultation and communications with resource agencies during the most likely planned and unplanned maintenance situations",establishment of a partnership fund for conservation of the Sicklefin Redhorse,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,USFWS ,,N,,,could pick through for cooperation between partners,,0,USFWS’s Warm Springs National Fish Hatchery has participated in the rearing of Sicklefin Redhorse hatchery stock for population augmentation and reintroduction.,0,0,0,0,0,0,0,0,"USFWS has provided financial support to NCSU for conducting research into the life history of the Sicklefin Redhorse. Additionally, the USFWS has provided financial support to assess Sicklefin Redhorse genetic health and information necessary for rearing this species in a hatchery setting.", 
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,North Carolina Wildlife Resources Commission,,N,,, ,,0,"NCWRC biologists have cooperated with many partners since the mid-1990s to learn much about the taxonomic status, distribution, life history, ecology, and population genetics of the Sicklefin Redhorse. Cooperative efforts with the Parties to assess spawning habitat, estimate population size and genetic structure, and collect gametes for captive propagation in the Little Tennessee River system have been coordinated annually since 2005.",0,0,0,0,0,"NCWRC biologists have cooperated with many partners since the mid-1990s to learn much about the taxonomic status, distribution, life history, ecology, and population genetics of the Sicklefin Redhorse. Cooperative efforts with the Parties to assess spawning habitat, estimate population size and genetic structure, and collect gametes for captive propagation in the Little Tennessee River system have been coordinated annually since 2005.",0," The NCWRC chairs an informal
working group of partners, including many of the Parties, which meets annually
to cooperatively plan research and management actions, identify needs for the
species, and develop strategies to address the identified needs. ",0, 
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Tennessee Valley Authority,,N,,,,,The RRI program was developed through working with resource agencies and non-governmental organizations to set minimum flow and dissolved oxygen targets and update facilities and operating procedures to meet target values.,"Additionally, the aquatic monitoring team at the TVA has participated in Sicklefin Redhorse gamete collection for captive propagation since the program began, through in-kind efforts outside their routine monitoring.",0,0,0,0,0,These routine monitoring programs have provided both significant information on effective methods for collection of the Sicklefin Redhorse and important contributions to understanding the life history and distribution of the Sicklefin Redhorse,0,The CWI built partnerships with communities and businesses as well as government agencies to promote watershed protection throughout the Tennessee River system,"In 2016, the TVA is providing financial support to the “Shade Your Stream” Outreach Project in the Little Tennessee River system in North Carolina and Georgia.", 
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Eastern Band of Cherokee Indians,,N,,,,,0,"Additional propagation and reintroduction efforts, population monitoring, and studies of movement patterns, habitat use, and water-quality requirements will continue into the future (as necessary) with the assistance of agency, academic, and nonprofit partners.",0,0,0,0,0,"Additional propagation and reintroduction efforts, population monitoring, and studies of movement patterns, habitat use, and water-quality requirements will continue into the future (as necessary) with the assistance of agency, academic, and nonprofit partners.",0,0,0,
Moxostoma,SICKLEFIN REDHORSE,doc 1 CCA,Georgia Department of Natural Resources,,N,,, ,,0,0,0,0,0,0,0,began annual monitoring of the Sicklefin Redhorse breeding population in Brasstown Creek in 2005.,0,"The Georgia Natural Heritage Program routinely comments on projects that may impact state-listed species, such as recent and proposed bridge replacements, sewage treatment plant upgrades, and development in the Brasstown Creek watershed.",0,
Lepidium papilliferum,SLICKSPOT PEPPERGRASS,doc 2 Integrated Natrual Resource Mangagement Plan ,The Air force,Y management plan - only information taken is species specific,N,,,Set up weird - as goals and objectives ,,Use slickspot peppergrass maps to plan disc lines prior to emergency discing to avoid occupied habitat. / Establish greenstrips or fire-resistant vegetation in key areas to lower the risk of fire starts from training and maintenance activities. /  Avoid the use of herbicides within 25 feet of slickspots and only if the wind is favorable (away from the slickspot) to prevent loss of slickspot peppergrass plants.  // Prevent noxious and invasive weed establishment,Avoid slickspots and slickspot peppergrass during firefighting operations to the maximum extent practicable.,0,0,0,0,0,Monitor effects of management on slickspot peppergrass habitat and shrubsteppe vegetation through integrated monitoring program.,0,0,0,
Lepidium papilliferum,SLICKSPOT PEPPERGRASS,doc 2 Integrated Natrual Resource Mangagement Plan ,"Air force, BLM, ???",Y management plan - only information taken is species specific,N,M,,,,0,"restablish species - Continue efforts in accordance with Record of Decision (3) (b),
“Contingent on available funds, the Air Force and BLM would test
procedures to reestablish slickspot peppergrass on suitable habitat that
could be impacted within the 12,000-acre withdrawal area during ETI
construction or operation.”",0,0,0,0,0,0,0,0,0,
Lepidium papilliferum,SLICKSPOT PEPPERGRASS,doc 2 Integrated Natrual Resource Mangagement Plan ,366th wing,Y management plan - only information taken is species specific,N,,,,,0,"Continue efforts in accordance with Record of Decision (3) (b), “The 366th Wing will conduct construction activities so as to minimize the loss of slickspot peppergrass, a BLM-sensitive species. Measures will be taken to protect significant populations on withdrawn lands, participate in interagency ecosystem goals designed to propagate and protect the species, and facilitate increased knowledge of the species by providing outside agency access to the protected habitat.”",0,0,0,0,0,0,0,0,0,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,"BLM, USFWS, Nevada Division of Wildlife",N,N,M,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ", ,Desert dace habitat restoration,0,0,0,0,0,0,"Monitor desert dace, Soldier Meadows cinquefoil, and hydrobiid snail populations",0,0,0,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,"BLM, USFWS ",N,N,M,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ", ,recreation management,0,0,0,0,0,0,0,Provide public information and education,0,0,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,BLM,N,N,G,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ", ,0,0,0,0,0,Area of Critical Environmental Concern/Research Natural Area expansion,0,0,0,0,0,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,USFWS,N,N,G,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf,"Cost given for each action as well as the amount each agency will contribute, Note that information was taken from ""Recovery Plan Implementation Schedule"" table found on page 41. I'm slightly concerned that there is an element of recreation management not reflected in coding but this was not correlated to a specific partner. ", ,0,Determine Soldier Meadows cinquefoil breeding system and pollinators,0,0,0,0,0,0,0,0,0,
Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,doc 1,Nevada Division of Wildlife, ,N,G,https://esadocs.defenders-cci.org/ESAdocs/recovery_plan/970527.pdf, ,,,,,,,,,,,,,
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,Idaho Department of Fish and Game,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf,Do we care about permit hold for agreement? ,Prepare annual reports in accordance with the Agreement and the site-specific plans.,0,"In some cases, it may be necessary for the IDFGIService to translocate southern Idaho ground squirrels from water impoundment dikes in order for a landowner to comply with State law requiring removal of burrowing animals from these sites to ensure dike integrity and provide for human safety. In some cases where southern Idaho ground squirrel populations increase to the point where they we causing damage to a landowner's crops, it may also be necessary to translocate southern Idaho ground squirrels to reduce the population or compensate landowners for the fair-market value of their crop losses. In these cases the IDFG will work with the Service, OSC, and the Participating Landowner on a case-by-case basis to address these issues.",0,0,0,"Develop mutually agreeable site-specific plans in cooperation with Participating Landowners, the Service, and OSC",Hold the section 10(a)(l)(A) permit issued in association with the Agreement.,Carry out responsibilities for effectiveness and compliance monitoring assigned to IDFG under this Agreement and in any site-specific plan.,0,0,"Provide necessary available state funding to support implementation of the Agreement and any site-specific plan. Actively pursue fimding, if necessary, to implement the Agreement and each site-specific plan. This could in the form of, for example, ESA section 6 or other related funding programs, or other IDFG programs.", 
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,Idaho Governor's Office of Species Conservation,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf,Can tell some actions are joint because using the exact same frazing - worth combining these partners? (--> developing plans and species translocation),,0,"In some cases, it may be necessary for the IDFGIService to translocate southern Idaho ground squirrels from water impoundment dikes in order for a landowner to comply with State law requiring removal of burrowing animals from these sites to ensure dike integrity and provide for human safety. In some cases where southern Idaho ground squirrel populations increase to the point where they are causing damage to a landowner's crops, it may also be necessary to translocate southern Idaho ground squirrels to reduce the population or compensate landowners for the fair-market value of their crop losses. In these cases the OSC will work with the IDFG, Service, and the Participating Landowner on a case-by-case basis to address these issues.",0,0,0,"Develop mutually agreeable site-specific plans in cooperation with Participating Landowners, the Service, and the IDFG",0,0,0,0,"Actively pursue funding, and provide necessary available state funding to support implementation of the Agreement and any site-specific plan.", 
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,USFWS,,Y,S,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf, ,,0,"In some cases, it may be necessary for the IDFGIService to translocate southern Idaho ground squirrels from water impoundment dikes in order for a landowner to comply with State law requiring removal of burrowing animals from these sites to ensure dike integrity and provide for human safety. In some cases where southern Idaho ground squirrel populations increase to the point where they are causing damage to a landowner's crops, it may also be necessary to translocate southern Idaho ground squirrels to reduce the population or compensate landowners for the fair-market value of their crop losses. In these cases the OSC will work with the IDFG, Service, and the Participating Landowner on a case-by-case basis to address these issues.",0,0,0,"Carry out any responsibilities for implementing conservation or other measures agreed to by the Service under this Agreement. --> super vague// Develop mutually agreeable site-specific plans in cooperation with Participating Landowners, the OSC, and the IDFG. /// Assist the IDFG in preparation of annual reports in accordance with the Agreement and the site-specific plans.","Upon approval of the Agreement, issue the.IDFG a section lO(a)(l)(A) permit, in accordance with 50 CFR 17.32 (d), that would provide Participating Landowners authorization for incidental take of southern Idaho ground squirrels and provide regulatory assurances should the species be listed under the ESA in the future. The permit would authorize incidental take of southern Idaho ground squirrels, consistent with the Agreement and each site-specific plan, resulting from othenvise lawful activities on the enrolled lands. Incidental take would be authorized for agricultural and recreational activities, including crop cultivation and harvesting, livestock grazing and production, farm equipment operation, hunting, fishing, dog training, camping, hiking, and use of recreational vehicles on and off established roads. Consistent with Regional Service policy, incidental take of southern Idaho ground squirrels as a result of any pesticide use would not be authorized under the permit.",Carry out responsibilities for effectiveness and compliance monitoring assigned to Service under this Agreement.,0,0,"Provide necessary available Service funding to support implementation of the Agreement and any site-specific plan. Actively pursue available funding, if necessary, to implement the Agreement and each site-specific plan. This could be in the form of, for example, ESA-related funding, or other Service funds", 
Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,doc 1 CCAA,Private landowner,,Y,P,https://ecos.fws.gov/docs/plan_documents/ccaa/ccaa_302.pdf, ,,Implement habitat maintenance or enhancement measures on the enrolled land,"Prohibit southern Idaho ground squirrel shooting, trapping, or poisoning to protect individual ground squirrels and ground squirrel populations. // Allow translocation of southern Idaho ground squirrels into unockupied, suitable habitat if necessary for'ground squirrel population conservation purposes",0,0,0,,0,0,0,"Allow agency access to Participating Landowner's property to identify occupied southern Idaho ground squirrel sites and document habitat conditions, implement conservation measures, and monitor effectiveness and compliance with the Agreement and site-specific plan.","Actively pursue funding, if necessary, to implement the site-specific plan. This could be in the form of, for example, providing in-kind cost-share or application for hnds under the Farm Bill, Partners for Fish and Wildlife Program, or the Private Stewardship Grants Program", 
Pseudanophthalmus inexpectatus,SURPRISING CAVE BEETLE,doc 1 - info taken from federal registry ,"NPS, USFWS",N,N,M,N/A,,,"cooperatively removed a concrete platform and stairs that restricted natural air flow in the historic section of Mammoth Cave, and suspended or modified cave tour routes to minimize habitat disturbance.",0,0,0,0,suspended or modified cave tour routes to minimize habitat disturbance.,0,0,0,0,0,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,Bozeman Fish Technology center (USFWS), ,N,?,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf,"Table only indicates who the lead partner is for each action, not all of the partners involved",,Clearing debris from manifold in box / Silt monitoring and removal,0,Signage,0,0,Habitat monitoring,0,0,Educational information,0,base funding,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,"Bozeman Fish Technology center (USFWS), Montana State University", ,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,,0,Poplation monitoring ,0,0,0,0,0,0,0,0,Research grants,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,"Bozeman Fish Technology center (USFWS), Montana State University, Montana Fish Wildlife and Parks",  ,N,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,,0,0,0,0,0,Land/stream use review/regulation ,0,0,0,Annual coordinatin ,0,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,Montana State University, ,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,,0,0,0,0,0,0,0,0,0,0,Yes,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,Montana Fish Wildlife and Parks, ,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf, ,,0,0,0,0,0,0,0,0,0,0,Yes,
Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,doc 1 Conservation Agreement and Strategy ,"Other partners (neighboring land owners, EPA, COE)",,,?,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_676.pdf,No actions specified for these - also not signataries for agreement ,,,0,0,0,0,,0,0,0,0,0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Individual Property HCP Development,"Not species specific but very much included in documentation - ""During development of GCP Site Plans, FCCD and USFWS will determine which of the four covered species should be addressed with the measures below. These determinations will be based on occupancy, habitats types present, soil depths, and location in the County. For example, currently sharp-tailed grouse is more likely in the northern portion of the County."" [The MSGCP will cover the Columbia Basin pygmy rabbit (an endangered species), the Greater sage grouse and Washington ground squirrel (both candidate species), and the Columbian sharptailed grouse (a species of concern).]",Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf,7 applicable here?,,"Determine conservation practices to implement in the Farm Plan (Appendix E). Conservation practices (CPs) will result in improved habitats, but many species need additional site-specific measures to minimize effects","species-specific measures (Appendix E, Table E-3). To determine need for species-specific measures, review species range maps and any known location data for Covered Species (Appendix D)",0,0,0,"development of the Farm Plan and GCP Site Plan and review and support from the FCCD,","After a Federal Register notice and public comment, if the application meets the expectations of the MSGCP and decision documents and meets other issuance criteria, the Applicant will receive a permit from the USFWS.",0,0,Develop a Farm Plan using the RMS or similar process,0,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Duties and Responsibilities of the FCCD Board of Supervisors,,Y,?,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Duties and Responsibilities of the MSGCP Administrator,,Y,?,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,USFWS,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,0,0,0,0,0,Support consolidation of public ownership into the Moses Coulee Management area or other key areas in Douglas County to provide HCA lands.,"Maintain a record of the number of Permittees, acreages covered, and amount of incidental take and habitat loss for each local Permittee.",Conduct and/or review compliance monitoring to verify that actions are being accomplished on the ground as outlined in the MSGCP and reports.,"Provide technical assistance during implementation of the MSGCP, including assistance in education and potential workshops with Applicants/Permittees and other interested publics, and assistance with cultural resources and NHPA as appropriate.","As feasible and appropriate, provide technical assistance to use other ESA tools or programs to conserve species and complement the MSGCP in Douglas County / Inform the FCCD of any Federal species listing proposals relevant to Douglas County. / Subject to the availability of federal appropriations, develop and encourage implementation of recovery plans for Federally-listed species",Advise FCCD on available grant opportunities, 
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Implementation and Monitoring Committee (IM Committee),,Y,M?,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf,Different memebers have functional tasks?,,,,,,,,,,,,,
Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,doc 1 Douglas County Multiple Species General Conservation Plan,Washington State Department of Fish and Wildlife,,Y,G,https://ecos.fws.gov/docs/plan_documents/thcp/thcp_1314.pdf, ,,Support efforts to apply integrated pest practices in the management of unwanted vegetation on public and private lands. / Manage agency-owned or -controlled lands in accordance with goals set by HB1309 Ecosystem Standards and adhere to Wildlife Area management plans.,0,"Include information about the MSGCP or Covered Species in agency hunting and fishing publications as relevant, especially regarding greater sage-grouse, Columbian sharp-tailed grouse, Washington ground squirrel, or pygmy rabbit identification. / Facilitate awareness of the MSGCP in ongoing projects in north central Washington",0,0,Prohibit unauthorized off-road driving on agency lands in Douglas County. / Provide consideration to MSGCP Applicants/Permittees as WDFW private-landsbiologists plan and implement habitat restoration and enhancement projects./ Consider additional property acquisition and/or conservation easements as appropriate to ensure protection and enhancement of the HCA lands.,"Regulate hunting, fishing, and trapping in Douglas County. / Review any potential sales or trades of WDFW-owned land within Douglas County as to their impacts on HCA habitat for the MSGCP.","table 4-2 / Conduct and/or support life history assessments and population surveys for native wildlife species in Douglas County. Species covered in the MSGCP will be considered when developing monitoring priorities / Coordinate with the Adaptive Management/Monitoring Programs in setting species priorities, selecting survey methods, and evaluating data collected./ Consider the MSGCP when making agency decisions regarding harvest, predator control, enforcement emphasis, education, and outreach.",Coordinate with USFWS and the appropriate stakeholders and land managers to develop species recovery plans as needed / Assist Applicants/Permittees and other County landowners with management of wildliferelated recreation through various regulated access programs offered by WDFW. / providing technical assistance to the IM Committee,Coordinate with USFWS and the appropriate stakeholders and land managers to develop species recovery plans as needed / Coordinate with BLM and USFWS on MSGCP species issues in Douglas County,"Commit to seek funding to allow WDFW to perform fully the obligations and tasks pursuant to the MSGCP, including, but not limited to, coordinating with and providing technical assistance to the IM Committee", 
